,STATION,TIME,ENTRIES,EXITS,ENTRIES_COUNT,EXITS_COUNT,FTRAFFIC
180,138/GRAND CONC,Wed Aft,332538363.7037037,321096682.7592593,306.85185185185185,254.24074074074073,561.0925925925926
181,138/GRAND CONC,Wed Mor,332537751.2037037,321096185.3518519,274.77777777777777,200.07407407407408,474.85185185185185
182,14 ST,Fri Aft,79579868.22102426,58851296.04851752,408.86927223719675,314.67520215633425,723.544474393531
183,14 ST,Fri Mor,67301754.41896024,55535487.01070336,134.33333333333334,240.5244648318043,374.85779816513764
184,14 ST,Mon Aft,80304939.39664082,60544522.754521966,315.99612403100775,243.90826873385012,559.9043927648579
185,14 ST,Mon Mor,68836585.92825769,57850059.18594436,103.01756954612006,181.89019033674964,284.9077598828697
186,14 ST,Sat Aft,81363983.26726343,61943668.93222506,224.79539641943734,206.43606138107418,431.2314578005115
187,14 ST,Sat Mor,68932513.19354838,57934733.98533724,50.73900293255132,83.49560117302053,134.23460410557186
188,14 ST,Sun Aft,80304148.43023255,60543743.13824289,183.75064599483204,174.81266149870802,358.56330749354004
189,14 ST,Sun Mor,69321781.29941003,58254273.758112095,39.03244837758112,61.517699115044245,100.55014749262537
190,14 ST,Thu Aft,80308815.99095607,60547711.70930233,403.59948320413434,314.69121447028425,718.2906976744187
191,14 ST,Thu Mor,68747712.77046783,57770797.650584795,145.70760233918128,247.80555555555554,393.5131578947368
