,STATION,DOW,ENTRIES,EXITS,ENTRIES_COUNT,EXITS_COUNT,FTRAFFIC
3436,BROADWAY-ENY,Sunday Afternoon,449052449,427612591,12419.0,11185.0,23604.0
3437,BROADWAY-ENY,Sunday Morning,449022269,427587668,6364.0,8033.0,14397.0
3438,BROADWAY-ENY,Thursday Afternoon,449390907,427919386,19110.0,19096.0,38206.0
3439,BROADWAY-ENY,Thursday Morning,449337423,427879864,9857.0,8150.0,18007.0
3440,BROADWAY-ENY,Tuesday Afternoon,449215715,427756211,18765.0,18669.0,37434.0
3441,BROADWAY-ENY,Tuesday Morning,449162878,427717227,9254.0,7222.0,16476.0
3442,BROADWAY-ENY,Wednesday Afternoon,449303119,427837302,19826.0,19574.0,39400.0
3443,BROADWAY-ENY,Wednesday Morning,449247887,427796329,9789.0,7881.0,17670.0
3444,BROADWAY/LAFAY,Friday Afternoon,929903117,744660584,65465.0,79230.0,144695.0
3445,BROADWAY/LAFAY,Friday Morning,929787543,744465323,14555.0,19919.0,34474.0
3446,BROADWAY/LAFAY,Monday Afternoon,928971025,743505282,59663.0,68558.0,128221.0
3447,BROADWAY/LAFAY,Monday Morning,927269729,742454775,8140.0,18178.0,26318.0
3448,BROADWAY/LAFAY,Saturday Afternoon,928688550,743111864,35456.0,50723.0,86179.0
3449,BROADWAY/LAFAY,Saturday Morning,928624895,742999907,3532.0,5721.0,9253.0
3450,BROADWAY/LAFAY,Sunday Afternoon,928814612,743270462,29444.0,37861.0,67305.0
3451,BROADWAY/LAFAY,Sunday Morning,928761831,743185394,9981.0,9952.0,19933.0
3452,BROADWAY/LAFAY,Thursday Afternoon,929659535,744363021,64991.0,79300.0,144291.0
3453,BROADWAY/LAFAY,Thursday Morning,974113149,798511321,13664.0,20067.0,33731.0
3454,BROADWAY/LAFAY,Tuesday Afternoon,929192159,743781245,63049.0,74217.0,137266.0
3455,BROADWAY/LAFAY,Tuesday Morning,929084599,743591863,11992.0,19759.0,31751.0
3456,BROADWAY/LAFAY,Wednesday Afternoon,929423259,744068156,64768.0,76371.0,141139.0
3457,BROADWAY/LAFAY,Wednesday Morning,929313167,743875578,13165.0,20430.0,33595.0
3458,BRONX PARK EAST,Friday Afternoon,416422459,130633534,17821.0,9881.0,27702.0
3459,BRONX PARK EAST,Friday Morning,416355991,130610631,16836.0,4453.0,21289.0
3460,BRONX PARK EAST,Monday Afternoon,867289323,130598366,16539.0,8837.0,25376.0
3461,BRONX PARK EAST,Monday Morning,860840022,127389810,12978.0,3425.0,16403.0
3462,BRONX PARK EAST,Saturday Afternoon,1020572084,130584573,13060.0,6000.0,19060.0
3463,BRONX PARK EAST,Saturday Morning,1020535552,130570623,4840.0,1529.0,6369.0
3464,BRONX PARK EAST,Sunday Afternoon,918343870,130580500,9911.0,4804.0,14715.0
3465,BRONX PARK EAST,Sunday Morning,1020592957,130597312,4984.0,2589.0,7573.0
3466,BRONX PARK EAST,Thursday Afternoon,422740528,133790210,17180.0,9488.0,26668.0
3467,BRONX PARK EAST,Thursday Morning,416253922,130569350,16868.0,4208.0,21076.0
3468,BRONX PARK EAST,Tuesday Afternoon,566537696,130549971,17076.0,9891.0,26967.0
3469,BRONX PARK EAST,Tuesday Morning,867324094,130616647,17253.0,4431.0,21684.0
3470,BRONX PARK EAST,Wednesday Afternoon,416216875,130548835,17873.0,10080.0,27953.0
3471,BRONX PARK EAST,Wednesday Morning,416147575,130525660,17795.0,4548.0,22343.0
3472,BROOK AV,Friday Afternoon,616465357,675365343,36837.0,34826.0,71663.0
3473,BROOK AV,Friday Morning,616351787,675282711,23090.0,17918.0,41008.0
3474,BROOK AV,Monday Afternoon,615773601,674749436,30155.0,29273.0,59428.0
3475,BROOK AV,Monday Morning,620922803,693896828,18414.0,14178.0,32592.0
3476,BROOK AV,Saturday Afternoon,615540059,674531495,27220.0,24339.0,51559.0
3477,BROOK AV,Saturday Morning,615465740,674476431,9012.0,6253.0,15265.0
3478,BROOK AV,Sunday Afternoon,615638394,674630528,21423.0,20296.0,41719.0
3479,BROOK AV,Sunday Morning,615581184,674586228,9486.0,11467.0,20953.0
3480,BROOK AV,Thursday Afternoon,616287890,675207895,34948.0,33635.0,68583.0
3481,BROOK AV,Thursday Morning,631799468,679156596,22828.0,17738.0,40566.0
3482,BROOK AV,Tuesday Afternoon,615941132,674895854,34366.0,33602.0,67968.0
3483,BROOK AV,Tuesday Morning,631921895,733809635,22897.0,16866.0,39763.0
3484,BROOK AV,Wednesday Afternoon,616114150,675051306,34460.0,35006.0,69466.0
3485,BROOK AV,Wednesday Morning,632480482,669826056,23449.0,17579.0,41028.0
3486,BROOK AVE,Friday Afternoon,170011572,193899135,12327.0,11341.0,23668.0
3487,BROOK AVE,Friday Morning,183935967,197469361,7750.0,5826.0,13576.0
3488,BROOK AVE,Monday Afternoon,183789711,197310264,11331.0,10969.0,22300.0
3489,BROOK AVE,Monday Morning,197726103,200884018,7389.0,4970.0,12359.0
3490,BROOK AVE,Saturday Afternoon,169692479,193623319,9670.0,7972.0,17642.0
3491,BROOK AVE,Saturday Morning,169666439,193605090,3034.0,2176.0,5210.0
3492,BROOK AVE,Sunday Afternoon,169727599,193657207,7583.0,6935.0,14518.0
3493,BROOK AVE,Sunday Morning,169707115,193642117,3295.0,4073.0,7368.0
3494,BROOK AVE,Thursday Afternoon,169952237,193848050,11486.0,10668.0,22154.0
3495,BROOK AVE,Thursday Morning,183872802,197418945,7482.0,5538.0,13020.0
3496,BROOK AVE,Tuesday Afternoon,169835953,193749266,11370.0,10833.0,22203.0
3497,BROOK AVE,Tuesday Morning,183813101,197334263,7536.0,5394.0,12930.0
3498,BROOK AVE,Wednesday Afternoon,169895264,193799222,11992.0,11227.0,23219.0
3499,BROOK AVE,Wednesday Morning,197827590,200978971,7919.0,5552.0,13471.0
3500,BROOKLYN BRIDGE,Friday Afternoon,83654276539,53251700647,218120.0,162250.0,380370.0
3501,BROOKLYN BRIDGE,Friday Morning,89588391803,56738177268,43559.0,50434.0,93993.0
3502,BROOKLYN BRIDGE,Monday Afternoon,83890516194,53250512908,188028.0,149178.0,337206.0
3503,BROOKLYN BRIDGE,Monday Morning,86788650094,54984036793,24573.0,34976.0,59549.0
3504,BROOKLYN BRIDGE,Saturday Afternoon,83889889033,53249767227,95542.0,74016.0,169558.0
3505,BROOKLYN BRIDGE,Saturday Morning,83889755400,53249599984,30592.0,35083.0,65675.0
3506,BROOKLYN BRIDGE,Sunday Afternoon,83888916349,53248676557,71088.0,56697.0,127785.0
3507,BROOKLYN BRIDGE,Sunday Morning,81076812859,51600854446,28403.0,17393.0,45796.0
3508,BROOKLYN BRIDGE,Thursday Afternoon,83892552238,53252591929,240775.0,186807.0,427582.0
3509,BROOKLYN BRIDGE,Thursday Morning,89688799162,56719663470,42405.0,48794.0,91199.0
3510,BROOKLYN BRIDGE,Tuesday Afternoon,83891149236,53251179616,233131.0,177409.0,410540.0
3511,BROOKLYN BRIDGE,Tuesday Morning,95400239060,60106619153,37118.0,49588.0,86706.0
3512,BROOKLYN BRIDGE,Wednesday Afternoon,83891847450,53251884746,242158.0,185134.0,427292.0
3513,BROOKLYN BRIDGE,Wednesday Morning,89676265538,56708740365,42215.0,52571.0,94786.0
3514,BUHRE AV,Friday Afternoon,154739125,90380859,14937.0,24382.0,39319.0
3515,BUHRE AV,Friday Morning,154670443,90334831,19544.0,7561.0,27105.0
3516,BUHRE AV,Monday Afternoon,154328860,90000696,11121.0,19792.0,30913.0
3517,BUHRE AV,Monday Morning,154277944,89965145,14441.0,4461.0,18902.0
3518,BUHRE AV,Saturday Afternoon,154217675,89905162,10802.0,10980.0,21782.0
3519,BUHRE AV,Saturday Morning,154187381,89881009,6559.0,5587.0,12146.0
3520,BUHRE AV,Sunday Afternoon,154254878,89946310,7988.0,7943.0,15931.0
3521,BUHRE AV,Sunday Morning,154232781,89929436,3566.0,4769.0,8335.0
3522,BUHRE AV,Thursday Afternoon,154636770,90282008,14000.0,25008.0,39008.0
3523,BUHRE AV,Thursday Morning,154567714,90237390,20481.0,7224.0,27705.0
3524,BUHRE AV,Tuesday Afternoon,154430321,90086914,13520.0,26041.0,39561.0
3525,BUHRE AV,Tuesday Morning,154361371,90041302,20872.0,6011.0,26883.0
3526,BUHRE AV,Wednesday Afternoon,154533766,90184718,13538.0,25116.0,38654.0
3527,BUHRE AV,Wednesday Morning,154464657,90140309,20971.0,7108.0,28079.0
3528,BUHRE AVE,Friday Afternoon,32621469,11881414,4410.0,7386.0,11796.0
3529,BUHRE AVE,Friday Morning,32601524,11867826,5597.0,2154.0,7751.0
3530,BUHRE AVE,Monday Afternoon,32502707,11765682,3766.0,7437.0,11203.0
3531,BUHRE AVE,Monday Morning,32483854,11752856,5680.0,1371.0,7051.0
3532,BUHRE AVE,Saturday Afternoon,30278877,10699390,2826.0,2352.0,5178.0
3533,BUHRE AVE,Saturday Morning,35141572,13552113,6388.0,1686.0,8074.0
3534,BUHRE AVE,Sunday Afternoon,32475814,11747600,2103.0,2185.0,4288.0
3535,BUHRE AVE,Sunday Morning,32469966,11742973,1021.0,1264.0,2285.0
3536,BUHRE AVE,Thursday Afternoon,36193493,13150127,4156.0,7345.0,11501.0
3537,BUHRE AVE,Thursday Morning,32571773,11839353,5835.0,2197.0,8032.0
3538,BUHRE AVE,Tuesday Afternoon,32531882,11794063,3820.0,7664.0,11484.0
3539,BUHRE AVE,Tuesday Morning,32512455,11780784,5887.0,1887.0,7774.0
3540,BUHRE AVE,Wednesday Afternoon,36160681,13118428,4091.0,7669.0,11760.0
3541,BUHRE AVE,Wednesday Morning,32541700,11809743,5969.0,2041.0,8010.0
3542,BURKE AV,Friday Afternoon,207967381,79552785,15702.0,8663.0,24365.0
3543,BURKE AV,Friday Morning,207904474,79535722,16754.0,3303.0,20057.0
3544,BURKE AV,Monday Afternoon,207584410,79413791,13326.0,7103.0,20429.0
3545,BURKE AV,Monday Morning,207533022,79399844,13200.0,2486.0,15686.0
3546,BURKE AV,Saturday Afternoon,207459801,79367597,12872.0,5288.0,18160.0
3547,BURKE AV,Saturday Morning,207422390,79356101,5366.0,1215.0,6581.0
3548,BURKE AV,Sunday Afternoon,207507428,79389164,9850.0,4259.0,14109.0
3549,BURKE AV,Sunday Morning,207480142,79380170,5172.0,2583.0,7755.0
3550,BURKE AV,Thursday Afternoon,207870661,79517198,15331.0,8212.0,23543.0
3551,BURKE AV,Thursday Morning,207808161,79501294,16644.0,3118.0,19762.0
3552,BURKE AV,Tuesday Afternoon,207679237,79446788,14559.0,8785.0,23344.0
3553,BURKE AV,Tuesday Morning,207616728,79429619,17253.0,2957.0,20210.0
3554,BURKE AV,Wednesday Afternoon,207775380,79482303,14834.0,8764.0,23598.0
3555,BURKE AV,Wednesday Morning,207712360,79465421,17365.0,3187.0,20552.0
3556,BURKE AVE,Friday Afternoon,63006009,25516737,5815.0,3002.0,8817.0
3557,BURKE AVE,Friday Morning,62983464,25510853,5816.0,1086.0,6902.0
3558,BURKE AVE,Monday Afternoon,62869691,25467237,5026.0,3000.0,8026.0
3559,BURKE AVE,Monday Morning,69855885,28299161,5844.0,870.0,6714.0
3560,BURKE AVE,Saturday Afternoon,62819819,25449953,4858.0,1830.0,6688.0
3561,BURKE AVE,Saturday Morning,62805912,25446060,1944.0,402.0,2346.0
3562,BURKE AVE,Sunday Afternoon,62838167,25457705,3644.0,1536.0,5180.0
3563,BURKE AVE,Sunday Morning,62827939,25454511,2069.0,948.0,3017.0
3564,BURKE AVE,Thursday Afternoon,62971647,25504128,5489.0,3166.0,8655.0
3565,BURKE AVE,Thursday Morning,62949707,25498144,5701.0,1132.0,6833.0
3566,BURKE AVE,Tuesday Afternoon,62903354,25479298,5334.0,2977.0,8311.0
3567,BURKE AVE,Tuesday Morning,69845435,28295401,5935.0,1018.0,6953.0
3568,BURKE AVE,Wednesday Afternoon,62938055,25491354,5603.0,3098.0,8701.0
3569,BURKE AVE,Wednesday Morning,62915033,25485479,6044.0,1022.0,7066.0
3570,BURNSIDE AV,Friday Afternoon,1793185906,276439165,65376.0,32958.0,98334.0
3571,BURNSIDE AV,Friday Morning,1793002283,276371942,31102.0,15584.0,46686.0
3572,BURNSIDE AV,Monday Afternoon,1792029484,275852495,54787.0,29291.0,84078.0
3573,BURNSIDE AV,Monday Morning,1791878667,275794891,24398.0,11402.0,35800.0
3574,BURNSIDE AV,Saturday Afternoon,1791659039,275634901,45269.0,25076.0,70345.0
3575,BURNSIDE AV,Saturday Morning,1791544158,275581138,10951.0,6240.0,17191.0
3576,BURNSIDE AV,Sunday Afternoon,1791811245,275741624,33134.0,19686.0,52820.0
3577,BURNSIDE AV,Sunday Morning,1791729070,275700811,14146.0,14488.0,28634.0
3578,BURNSIDE AV,Thursday Afternoon,1790811128,271477701,63886.0,34363.0,98249.0
3579,BURNSIDE AV,Thursday Morning,1905320386,305557096,32935.0,15675.0,48610.0
3580,BURNSIDE AV,Tuesday Afternoon,1792309562,275991874,67236.0,35386.0,102622.0
3581,BURNSIDE AV,Tuesday Morning,1801239447,281595039,29301.0,13350.0,42651.0
3582,BURNSIDE AV,Wednesday Afternoon,1792604441,276141633,66971.0,34454.0,101425.0
3583,BURNSIDE AV,Wednesday Morning,1792416061,276072280,31601.0,14984.0,46585.0
3584,BURNSIDE AVE,Friday Afternoon,130588791,99865362,21115.0,12608.0,33723.0
3585,BURNSIDE AVE,Friday Morning,145032449,110932706,11890.0,6280.0,18170.0
3586,BURNSIDE AVE,Monday Afternoon,130188655,99637209,21911.0,13709.0,35620.0
3587,BURNSIDE AVE,Monday Morning,130126603,99609856,10170.0,4487.0,14657.0
3588,BURNSIDE AVE,Saturday Afternoon,130043478,99551595,16396.0,8653.0,25049.0
3589,BURNSIDE AVE,Saturday Morning,130002209,99532835,3885.0,2401.0,6286.0
3590,BURNSIDE AVE,Sunday Afternoon,130100595,99590183,12227.0,6983.0,19210.0
3591,BURNSIDE AVE,Sunday Morning,130070006,99575624,5534.0,5424.0,10958.0
3592,BURNSIDE AVE,Thursday Afternoon,130489265,99808291,22984.0,13294.0,36278.0
3593,BURNSIDE AVE,Thursday Morning,130426274,99781409,10304.0,5653.0,15957.0
3594,BURNSIDE AVE,Tuesday Afternoon,130286746,99693561,22566.0,13744.0,36310.0
3595,BURNSIDE AVE,Tuesday Morning,130223587,99666099,10279.0,5053.0,15332.0
3596,BURNSIDE AVE,Wednesday Afternoon,130389063,99750639,23700.0,13775.0,37475.0
3597,BURNSIDE AVE,Wednesday Morning,130323061,99723099,10847.0,5360.0,16207.0
3598,BUSHWICK AV,Friday Afternoon,145927147,128927022,14244.0,8248.0,22492.0
3599,BUSHWICK AV,Friday Morning,145887105,128910146,5985.0,5551.0,11536.0
3600,BUSHWICK AV,Monday Afternoon,145689760,128764179,10964.0,6655.0,17619.0
3601,BUSHWICK AV,Monday Morning,145658936,128751101,4611.0,3917.0,8528.0
3602,BUSHWICK AV,Saturday Afternoon,145607725,128706084,10547.0,5991.0,16538.0
3603,BUSHWICK AV,Saturday Morning,145582843,128693268,1616.0,1953.0,3569.0
3604,BUSHWICK AV,Sunday Afternoon,144562344,128242520,8593.0,4917.0,13510.0
3605,BUSHWICK AV,Sunday Morning,145624151,128724711,2925.0,4393.0,7318.0
3606,BUSHWICK AV,Thursday Afternoon,145866872,128885242,13948.0,8372.0,22320.0
3607,BUSHWICK AV,Thursday Morning,145827094,128868440,6135.0,5597.0,11732.0
3608,BUSHWICK AV,Tuesday Afternoon,145746595,128801377,12832.0,8207.0,21039.0
3609,BUSHWICK AV,Tuesday Morning,155138240,137360751,6761.0,4888.0,11649.0
3610,BUSHWICK AV,Wednesday Afternoon,145806735,128843139,13929.0,8579.0,22508.0
3611,BUSHWICK AV,Wednesday Morning,145766464,128825965,6226.0,5395.0,11621.0
3612,BUSHWICK AVE,Friday Afternoon,36670885,34510286,3959.0,2570.0,6529.0
3613,BUSHWICK AVE,Friday Morning,36659594,34505032,1957.0,1842.0,3799.0
3614,BUSHWICK AVE,Monday Afternoon,36600900,34457798,3670.0,2604.0,6274.0
3615,BUSHWICK AVE,Monday Morning,36589805,34452874,1928.0,1389.0,3317.0
3616,BUSHWICK AVE,Saturday Afternoon,36571158,34436906,3521.0,2053.0,5574.0
3617,BUSHWICK AVE,Saturday Morning,36562900,34432383,603.0,742.0,1345.0
3618,BUSHWICK AVE,Sunday Afternoon,36584304,34447180,3019.0,1726.0,4745.0
3619,BUSHWICK AVE,Sunday Morning,36577226,34443441,1150.0,1583.0,2733.0
3620,BUSHWICK AVE,Thursday Afternoon,36653353,34496956,3909.0,2557.0,6466.0
3621,BUSHWICK AVE,Thursday Morning,40700683,38314893,1895.0,1780.0,3675.0
3622,BUSHWICK AVE,Tuesday Afternoon,36617926,34470518,3838.0,2750.0,6588.0
3623,BUSHWICK AVE,Tuesday Morning,36606614,34465267,1910.0,1541.0,3451.0
3624,BUSHWICK AVE,Wednesday Afternoon,36635903,34483669,3978.0,2718.0,6696.0
3625,BUSHWICK AVE,Wednesday Morning,36624119,34478481,2038.0,1666.0,3704.0
3626,CANAL ST,Friday Afternoon,190408727869,181305524849,774664.0,554300.0,1328964.0
3627,CANAL ST,Friday Morning,192591422168,181990817935,161021.0,152920.0,313941.0
3628,CANAL ST,Monday Afternoon,189630740802,180370871212,661231.0,469879.0,1131110.0
3629,CANAL ST,Monday Morning,189278767833,179946227796,106837.0,125660.0,232497.0
3630,CANAL ST,Saturday Afternoon,189627961265,180368004890,499332.0,415750.0,915082.0
3631,CANAL ST,Saturday Morning,189627145546,180367050129,78151.0,77573.0,155724.0
3632,CANAL ST,Sunday Afternoon,189629465923,180369319573,413780.0,340795.0,754575.0
3633,CANAL ST,Sunday Morning,191792414199,181029724159,120044.0,73452.0,193496.0
3634,CANAL ST,Thursday Afternoon,189216977214,181620923886,780784.0,558360.0,1339144.0
3635,CANAL ST,Thursday Morning,184294680286,177538585457,152096.0,157444.0,309540.0
3636,CANAL ST,Tuesday Afternoon,191326939440,181869079836,764130.0,524841.0,1288971.0
3637,CANAL ST,Tuesday Morning,203496040637,188843146582,132136.0,154204.0,286340.0
3638,CANAL ST,Wednesday Afternoon,183779318021,178596633088,769912.0,529753.0,1299665.0
3639,CANAL ST,Wednesday Morning,194449356354,183108614004,148254.0,166012.0,314266.0
3640,CANARSIE-ROCKAW,Friday Afternoon,2254787831,582926035,60123.0,21757.0,81880.0
3641,CANARSIE-ROCKAW,Friday Morning,2271269633,587712373,59215.0,8701.0,67916.0
3642,CANARSIE-ROCKAW,Monday Afternoon,2121531748,587501995,48122.0,17878.0,66000.0
3643,CANARSIE-ROCKAW,Monday Morning,2121352654,587466168,46326.0,6103.0,52429.0
3644,CANARSIE-ROCKAW,Saturday Afternoon,2121114738,587393923,40341.0,12317.0,52658.0
3645,CANARSIE-ROCKAW,Saturday Morning,2121002412,587366408,33412.0,3999.0,37411.0
3646,CANARSIE-ROCKAW,Sunday Afternoon,2121265575,587442738,30490.0,9253.0,39743.0
3647,CANARSIE-ROCKAW,Sunday Morning,2121183639,587422250,16752.0,5916.0,22668.0
3648,CANARSIE-ROCKAW,Thursday Afternoon,2271139999,587664224,58859.0,21883.0,80742.0
3649,CANARSIE-ROCKAW,Thursday Morning,2270912512,587621095,60460.0,8030.0,68490.0
3650,CANARSIE-ROCKAW,Tuesday Afternoon,2121881140,587584236,57561.0,22147.0,79708.0
3651,CANARSIE-ROCKAW,Tuesday Morning,2121653073,587540700,61669.0,7344.0,69013.0
3652,CANARSIE-ROCKAW,Wednesday Afternoon,2270782540,587574732,58332.0,21952.0,80284.0
3653,CANARSIE-ROCKAW,Wednesday Morning,2122011301,587631195,61407.0,8064.0,69471.0
3654,CARROLL ST,Friday Afternoon,1670172099,966600747,116993.0,46382.0,163375.0
3655,CARROLL ST,Friday Morning,1669887655,966501001,29693.0,17004.0,46697.0
3656,CARROLL ST,Monday Afternoon,1661789115,963832111,96705.0,38572.0,135277.0
3657,CARROLL ST,Monday Morning,1668156334,965773154,23354.0,10181.0,33535.0
3658,CARROLL ST,Saturday Afternoon,1667877194,965623033,54312.0,27637.0,81949.0
3659,CARROLL ST,Saturday Morning,1667766663,965565310,4760.0,11507.0,16267.0
3660,CARROLL ST,Sunday Afternoon,1815884703,1102667988,43523.0,23112.0,66635.0
3661,CARROLL ST,Sunday Morning,1667979563,965679659,16132.0,9944.0,26076.0
3662,CARROLL ST,Thursday Afternoon,1669730796,966409515,120121.0,46605.0,166726.0
3663,CARROLL ST,Thursday Morning,1685927720,968556705,30568.0,17303.0,47871.0
3664,CARROLL ST,Tuesday Afternoon,1653804321,944427403,118451.0,45889.0,164340.0
3665,CARROLL ST,Tuesday Morning,1696683987,989775685,28944.0,14491.0,43435.0
3666,CARROLL ST,Wednesday Afternoon,1669276905,966217569,118715.0,45720.0,164435.0
3667,CARROLL ST,Wednesday Morning,1965586876,1198022890,35174.0,17988.0,53162.0
3668,CASTLE HILL AV,Friday Afternoon,639583484,509789638,37308.0,41695.0,79003.0
3669,CASTLE HILL AV,Friday Morning,639461386,509710701,24576.0,19093.0,43669.0
3670,CASTLE HILL AV,Monday Afternoon,638844116,509072940,31188.0,35481.0,66669.0
3671,CASTLE HILL AV,Monday Morning,638744794,509007352,18849.0,12820.0,31669.0
3672,CASTLE HILL AV,Saturday Afternoon,638611240,508842089,26005.0,26174.0,52179.0
3673,CASTLE HILL AV,Saturday Morning,638544831,508786496,9229.0,7528.0,16757.0
3674,CASTLE HILL AV,Sunday Afternoon,638701017,508952729,19513.0,20088.0,39601.0
3675,CASTLE HILL AV,Sunday Morning,638652305,508910023,8381.0,14498.0,22879.0
3676,CASTLE HILL AV,Thursday Afternoon,639399400,509605300,37070.0,42177.0,79247.0
3677,CASTLE HILL AV,Thursday Morning,639275281,509527587,26037.0,21684.0,47721.0
3678,CASTLE HILL AV,Tuesday Afternoon,639026809,509239182,36858.0,43141.0,79999.0
3679,CASTLE HILL AV,Tuesday Morning,638901585,509160714,25029.0,16333.0,41362.0
3680,CASTLE HILL AV,Wednesday Afternoon,617971453,490049968,35500.0,39218.0,74718.0
3681,CASTLE HILL AV,Wednesday Morning,639089165,509344622,25885.0,18375.0,44260.0
3682,CASTLE HILL AVE,Friday Afternoon,248695203,156562706,13804.0,15002.0,28806.0
3683,CASTLE HILL AVE,Friday Morning,248651454,156533949,8367.0,6879.0,15246.0
3684,CASTLE HILL AVE,Monday Afternoon,248433882,156308829,12680.0,14789.0,27469.0
3685,CASTLE HILL AVE,Monday Morning,248391595,156281759,7859.0,3848.0,11707.0
3686,CASTLE HILL AVE,Saturday Afternoon,248352299,156238442,7001.0,6688.0,13689.0
3687,CASTLE HILL AVE,Saturday Morning,248334581,156223616,1902.0,2147.0,4049.0
3688,CASTLE HILL AVE,Sunday Afternoon,248376673,156266902,5490.0,5249.0,10739.0
3689,CASTLE HILL AVE,Sunday Morning,248363219,156255910,2191.0,3814.0,6005.0
3690,CASTLE HILL AVE,Thursday Afternoon,248629578,156497872,13373.0,14029.0,27402.0
3691,CASTLE HILL AVE,Thursday Morning,248586323,156471636,8417.0,6666.0,15083.0
3692,CASTLE HILL AVE,Tuesday Afternoon,248497734,156370419,12951.0,14558.0,27509.0
3693,CASTLE HILL AVE,Tuesday Morning,248454670,156343058,8464.0,5811.0,14275.0
3694,CASTLE HILL AVE,Wednesday Afternoon,248564356,156434099,13635.0,15250.0,28885.0
3695,CASTLE HILL AVE,Wednesday Morning,248519195,156405613,8719.0,6456.0,15175.0
3696,CATHEDRAL PKWY,Friday Afternoon,2684755293,1121231678,119064.0,58136.0,177200.0
3697,CATHEDRAL PKWY,Friday Morning,2767450459,1161896300,50740.0,30266.0,81006.0
3698,CATHEDRAL PKWY,Monday Afternoon,2762474045,1156102779,95657.0,52245.0,147902.0
3699,CATHEDRAL PKWY,Monday Morning,2762031579,1155479077,38774.0,20838.0,59612.0
3700,CATHEDRAL PKWY,Saturday Afternoon,2764501038,1159524326,79752.0,34905.0,114657.0
3701,CATHEDRAL PKWY,Saturday Morning,2764903424,1160527861,9447.0,6624.0,16071.0
3702,CATHEDRAL PKWY,Sunday Afternoon,2761892735,1155376875,70485.0,34497.0,104982.0
3703,CATHEDRAL PKWY,Sunday Morning,2765204497,1160681415,18965.0,15502.0,34467.0
3704,CATHEDRAL PKWY,Thursday Afternoon,2767249843,1161765947,119410.0,62100.0,181510.0
3705,CATHEDRAL PKWY,Thursday Morning,2707118959,1143898709,51699.0,29544.0,81243.0
3706,CATHEDRAL PKWY,Tuesday Afternoon,2726458267,1152624367,116397.0,62544.0,178941.0
3707,CATHEDRAL PKWY,Tuesday Morning,2793257669,1191334844,53894.0,27784.0,81678.0
3708,CATHEDRAL PKWY,Wednesday Afternoon,2766735845,1161488480,120025.0,64221.0,184246.0
3709,CATHEDRAL PKWY,Wednesday Morning,2828357313,1181954884,52885.0,29513.0,82398.0
3710,CATHEDRL-110 ST,Friday Afternoon,725483666,354265383,16861.0,9985.0,26846.0
3711,CATHEDRL-110 ST,Friday Morning,725436601,354242576,7824.0,4645.0,12469.0
3712,CATHEDRL-110 ST,Monday Afternoon,725195718,354091007,14429.0,9766.0,24195.0
3713,CATHEDRL-110 ST,Monday Morning,725152038,354069379,7827.0,3817.0,11644.0
3714,CATHEDRL-110 ST,Saturday Afternoon,725089043,354030354,12612.0,6475.0,19087.0
3715,CATHEDRL-110 ST,Saturday Morning,725060495,354015848,1665.0,1227.0,2892.0
3716,CATHEDRL-110 ST,Sunday Afternoon,725132939,354056606,10754.0,5996.0,16750.0
3717,CATHEDRL-110 ST,Sunday Morning,787214560,375305818,2928.0,2623.0,5551.0
3718,CATHEDRL-110 ST,Thursday Afternoon,725410513,354221409,16153.0,9826.0,25979.0
3719,CATHEDRL-110 ST,Thursday Morning,723063626,353474903,8061.0,4604.0,12665.0
3720,CATHEDRL-110 ST,Tuesday Afternoon,725264738,354133724,15156.0,9954.0,25110.0
3721,CATHEDRL-110 ST,Tuesday Morning,725219510,354111362,8130.0,4210.0,12340.0
3722,CATHEDRL-110 ST,Wednesday Afternoon,725337479,354177585,16366.0,10100.0,26466.0
3723,CATHEDRL-110 ST,Wednesday Morning,725290067,354154829,8419.0,4574.0,12993.0
3724,CENTRAL AV,Friday Afternoon,147424167,165057070,20144.0,21975.0,42119.0
3725,CENTRAL AV,Friday Morning,147353596,165016989,14262.0,7907.0,22169.0
3726,CENTRAL AV,Monday Afternoon,147020091,164699641,15676.0,18843.0,34519.0
3727,CENTRAL AV,Monday Morning,146965797,164666980,10648.0,4518.0,15166.0
3728,CENTRAL AV,Saturday Afternoon,146910628,164611613,9994.0,8495.0,18489.0
3729,CENTRAL AV,Saturday Morning,146885502,164595155,2140.0,1392.0,3532.0
3730,CENTRAL AV,Sunday Afternoon,146945851,164647666,8509.0,7554.0,16063.0
3731,CENTRAL AV,Sunday Morning,146925232,164633408,2784.0,4101.0,6885.0
3732,CENTRAL AV,Thursday Afternoon,147322461,164965141,19202.0,22526.0,41728.0
3733,CENTRAL AV,Thursday Morning,147251991,164925968,15226.0,9443.0,24669.0
3734,CENTRAL AV,Tuesday Afternoon,147119453,164782658,18719.0,23072.0,41791.0
3735,CENTRAL AV,Tuesday Morning,147049416,164742548,14978.0,6886.0,21864.0
3736,CENTRAL AV,Wednesday Afternoon,142571736,159501432,18272.0,21342.0,39614.0
3737,CENTRAL AV,Wednesday Morning,147150778,164833487,15080.0,7209.0,22289.0
3738,CENTRAL AVE,Friday Afternoon,31562797,38981754,6921.0,7191.0,14112.0
3739,CENTRAL AVE,Friday Morning,31539018,38968346,4723.0,3016.0,7739.0
3740,CENTRAL AVE,Monday Afternoon,31426897,38857631,6062.0,7561.0,13623.0
